series_title,series_type,series_episodes,my_watched_episodes,my_status
Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!!,Movie,1,1,On-Hold
Naruto: Shippuuden,TV,500,500,On-Hold
Naruto: Shippuuden Movie 1,Movie,1,1,On-Hold
Naruto: Shippuuden Movie 2 - Kizuna,Movie,1,1,On-Hold
Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,Movie,1,1,On-Hold
Naruto: Shippuuden Movie 4 - The Lost Tower,Movie,1,1,On-Hold
Naruto: Shippuuden Movie 5 - Blood Prison,Movie,1,1,On-Hold
Naruto: Shippuuden Movie 6 - Road to Ninja,Movie,1,1,On-Hold
Nasu: Andalusia no Natsu,Movie,1,1,On-Hold
Natsu no Arashi!,TV,13,13,On-Hold
Natsu no Arashi! Akinaichuu,TV,13,13,On-Hold
Natsuki Crisis,OVA,2,2,On-Hold
Natsume Yuujinchou,TV,13,13,On-Hold
Natsume Yuujinchou Go,TV,11,11,On-Hold
Natsume Yuujinchou Go Specials,Special,2,2,On-Hold
Natsume Yuujinchou Roku,TV,11,11,On-Hold
Natsume Yuujinchou Roku Specials,Special,2,2,On-Hold
Natsume Yuujinchou San,TV,13,13,On-Hold
Natsume Yuujinchou Shi,TV,13,13,On-Hold
Natsumushi The Animation,OVA,2,2,On-Hold
Natsunagu!,TV,12,12,Watching
Natsuyasumi.,ONA,3,3,On-Hold
Natural,OVA,2,2,On-Hold
Natural 2: Duo,OVA,4,4,On-Hold
Natural Vacation The Animation,OVA,0,1,On-Hold
Natural: Another,OVA,2,2,On-Hold
Nazo no Kanojo X,TV,13,13,On-Hold
Nazo no Kanojo X: Nazo no Natsu Matsuri,OVA,1,1,On-Hold
Nee Summer!,OVA,2,2,On-Hold
"Nee, ...Shiyo?",OVA,2,2,On-Hold
"Nee, Chanto Shiyou Yo!",OVA,5,5,On-Hold
Needless,TV,24,24,On-Hold
Needless+: Saint Lily Gakuen no Himitsu,Special,12,12,On-Hold
Nejimaki Seirei Senki: Tenkyou no Alderamin,TV,13,13,On-Hold
Nekketsu Saikyou Go-Saurer,TV,51,51,On-Hold
Neko no Ongaeshi,Movie,1,0,On-Hold
Nekogami Yaoyorozu,TV,12,12,On-Hold
Nekogami Yaoyorozu: Ohanami Ghostbusters,OVA,1,1,On-Hold
Nekojiru-sou,OVA,1,1,On-Hold
Nekomonogatari: Kuro,TV,4,4,On-Hold
Nekopara,TV,12,12,Watching
Neo Angelique Abyss,TV,13,13,On-Hold
Neo Angelique Abyss: Second Age,TV,13,13,On-Hold
Neo Ranga,TV,48,48,On-Hold
Neon Genesis Evangelion,TV,26,26,On-Hold
Neon Genesis Evangelion: Death & Rebirth,Movie,1,1,On-Hold
Neon Genesis Evangelion: The End of Evangelion,Movie,1,1,On-Hold
Nerawareta Gakuen,Movie,1,1,On-Hold
Nerawareta Megami Tenshi Angeltia: Mamotta Ningentachi ni Uragirarete,OVA,4,4,On-Hold
Nessa no Haou Gandalla,TV,26,0,Dropped
Nessa no Wakusei,OVA,2,2,On-Hold
Net-juu no Susume,ONA,10,10,On-Hold
Net-juu no Susume Special,Special,1,1,On-Hold
Netoge no Yome wa Onnanoko ja Nai to Omotta?,TV,12,12,On-Hold
Netorare Fighter Yaricchingu!,OVA,3,3,On-Hold
Netorare Zuma,OVA,1,1,On-Hold
Netorare: Tanabe Yuuka no Dokuhaku,OVA,1,1,On-Hold
Netoraserare,OVA,2,2,On-Hold
Netsuzou TRap,TV,12,12,On-Hold
New Dominion Tank Police,OVA,6,6,On-Hold
New Dream Hunter Rem: Setsuriku no Mudenmekyu,OVA,1,1,On-Hold
New Dream Hunter Rem: Yume no Kishitachi,OVA,1,1,On-Hold
Newmanoid Cam: Cam Castin,OVA,1,1,On-Hold
Next Senki Ehrgeiz,TV,12,12,On-Hold
NHK ni Youkoso!,TV,24,24,On-Hold
Nichijou,TV,26,26,On-Hold
Nichijou: Nichijou no 0-wa,OVA,1,1,On-Hold
NieA Under 7,TV,13,13,On-Hold
Night Head Genesis,TV,24,24,On-Hold
Night Walker: Mayonaka no Tantei,TV,12,12,On-Hold
Night Wizard,TV,13,13,On-Hold
Nihon Chinbotsu 2020,ONA,10,0,Plan to Watch
Niizuma Koyomi The Animation,OVA,1,1,On-Hold
Nijuu Mensou no Musume,TV,22,0,Dropped
Nijuusou: Wana ni Ochita Onna-tachi,OVA,1,0,Dropped
Niku Mesu R30: Nikuyoku ni Ochita Mesu-tachi The Animation,OVA,1,1,On-Hold
Nikutai Ten'i,OVA,2,2,On-Hold
Nikuyoku Gangu Takuhainin,OVA,3,3,On-Hold
Nikuyome: Takayanagi Ke no Hitobito,OVA,4,4,On-Hold
Ningyou no Yakata,OVA,2,2,On-Hold
Ningyou Tsukai,OVA,1,1,On-Hold
Ninin ga Shinobuden,TV,12,12,On-Hold
Ninja Batman,Movie,1,1,On-Hold
Ninja Collection,TV,0,0,Plan to Watch
Ninpou Midare Karakuri,OVA,2,2,On-Hold
Niplheim no Karyuudo,ONA,0,2,On-Hold
Nisekoi,TV,20,20,On-Hold
Nisekoi OVA,OVA,3,3,On-Hold
Nisekoi:,TV,12,12,On-Hold
Nisemonogatari,TV,11,11,On-Hold
Nitaboh,Movie,1,1,On-Hold
No Game No Life,TV,12,12,On-Hold
No Game No Life Specials,Special,6,6,On-Hold
No Game No Life: Zero,Movie,1,1,On-Hold
No Guns Life,TV,12,12,Watching
No Guns Life 2nd Season,TV,12,0,Plan to Watch
No.6,TV,11,11,On-Hold
Noblesse: Awakening,ONA,1,1,On-Hold
Nobunaga-sensei no Osanazuma,TV,12,12,Watching
Noein: Mou Hitori no Kimi e,TV,24,24,On-Hold
Nogizaka Haruka no Himitsu,TV,12,12,On-Hold
Nogizaka Haruka no Himitsu: Purezza,TV,12,12,On-Hold
Noir,TV,26,26,On-Hold
Non Non Biyori,TV,12,12,On-Hold
Non Non Biyori Movie: Vacation,Movie,1,1,On-Hold
Non Non Biyori Repeat,TV,12,12,On-Hold
Noragami,TV,12,12,On-Hold
Noragami Aragoto,TV,13,13,On-Hold
Norageki!,OVA,1,1,On-Hold
Norn9: Norn+Nonet,TV,12,12,On-Hold
Nosewasure: Onna Kyoushi Chuuzenji Ayano no Inutsu na Kore kara,OVA,2,2,On-Hold
Nourin,TV,12,12,On-Hold
Nozoki Ana,OVA,1,1,On-Hold
Nozoki Kanojo,OVA,0,2,On-Hold
Nu Wushen de Canzhuo II,ONA,8,0,Plan to Watch
Nudist Beach ni Shuugaku Ryokou de!! The Animation,OVA,2,2,On-Hold
Nudl Nude,OVA,1,0,Dropped
Nudl Nude 2,OVA,1,0,Dropped
Nuki Doki! Tenshi to Akuma no Sakusei Battle,OVA,2,2,On-Hold
Nuki Doki! Tenshi to Akuma no Sakusei Battle - Revolution,OVA,4,4,On-Hold
number24,TV,12,12,Watching
Nuresuke JK Ameyadori Rape,ONA,2,2,On-Hold
Nurse Angel Ririka SOS,TV,35,35,On-Hold
Nurse Witch Komugi-chan R,TV,12,12,On-Hold
Nyan Koi!,TV,12,12,On-Hold
O-parts: Oman,Special,1,1,On-Hold
Oban Star-Racers,TV,26,26,On-Hold
Obsolete,ONA,12,6,Watching
Occultic;Nine,TV,12,12,On-Hold
Ochi Mono RPG Seikishi Luvilias,OVA,0,4,On-Hold
Ochikobore Fruit Tart,TV,0,0,Plan to Watch
Oda Cinnamon Nobunaga,TV,12,12,On-Hold
Oda Nobuna no Yabou,TV,12,12,On-Hold
Oda Nobuna no Yabou Recap,Special,1,1,On-Hold
Offside Girl,OVA,2,2,On-Hold
Ogenki Clinic,OVA,3,0,Dropped
Oide yo! Mizuryuu Kei Land,OVA,2,2,On-Hold
Oide yo! Shiritsu Yarimakuri Gakuen,OVA,4,2,On-Hold
Ojisan to Marshmallow,TV,12,12,On-Hold
Ojisan to Marshmallow: Hige-san to Yume Mashmallow,Special,1,1,On-Hold
Ojousama wa H ga Osuki: The Animation,OVA,2,2,On-Hold
Ojousama?Yomeiri Kousou!,OVA,2,2,On-Hold
Okusama wa Joshikousei,OVA,1,0,Dropped
Okusama wa Mahoutsukai,OVA,2,2,On-Hold
Okusama wa Michael,OVA,2,2,On-Hold
Okusama wa Moto Yariman,OVA,2,2,On-Hold
Omae wa Mada Gunma wo Shiranai,TV,12,12,Watching
Omamori Himari,TV,12,12,On-Hold
"Omiai Aite wa Oshiego, Tsuyoki na, Mondaiji.",TV,12,12,On-Hold
Omoide no Marnie,Movie,1,1,On-Hold
Omoide Poroporo,Movie,1,1,On-Hold
Ona x2,OVA,1,1,On-Hold
One Outs,TV,25,25,On-Hold
One Piece,TV,0,899,On-Hold
One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,Special,1,1,On-Hold
One Piece Film: Strong World,Movie,1,1,On-Hold
One Piece Film: Z,Movie,1,1,On-Hold
One Piece Movie 1,Movie,1,1,On-Hold
One Piece Movie 2: Nejimaki-jima no Daibouken,Movie,1,1,On-Hold
One Piece Movie 3: Chinjuu-jima no Chopper Oukoku,Movie,1,1,On-Hold
One Piece Movie 4: Dead End no Bouken,Movie,1,1,On-Hold
One Piece Movie 5: Norowareta Seiken,Movie,1,1,On-Hold
One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,Movie,1,1,On-Hold
One Piece Movie 7: Karakuri-jou no Mecha Kyohei,Movie,1,1,On-Hold
One Piece Movie 8: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,Movie,1,1,On-Hold
"One Piece Movie 9: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura",Movie,1,1,On-Hold
One Piece: Episode of Luffy - Hand Island no Bouken,Special,1,1,On-Hold
One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,Special,1,1,On-Hold
One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,Special,1,1,On-Hold
One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi,Special,1,1,On-Hold
One Punch Man,TV,12,12,On-Hold
One Punch Man 2nd Season,TV,12,12,Watching
One Punch Man Specials,Special,6,6,On-Hold
One Punch Man: Road to Hero,OVA,1,1,On-Hold
One Room,TV,12,12,On-Hold
One Room Second Season,TV,12,12,On-Hold
One Room Second Season Special,Special,1,1,On-Hold
One Room Second Season: Hanasaka Yui no Prologue,Special,1,1,On-Hold
One Room Special,Special,1,1,On-Hold
One: Kagayaku Kisetsu e - True Stories,OVA,3,3,On-Hold
Oneechan ga Kita,TV,12,12,On-Hold
Oneechan ga Kita: Hajimete no… Kitaa!,Special,1,1,On-Hold
Ongaku Shoujo (TV),TV,12,12,On-Hold
Oni Chichi,OVA,2,2,On-Hold
Oni Chichi 2,OVA,2,2,On-Hold
Oni Chichi 2: Harvest,OVA,1,1,On-Hold
Oni Chichi 2: Revenge,OVA,2,2,On-Hold
Oni Chichi: Re-birth,OVA,1,1,On-Hold
Oni Chichi: Re-born,OVA,2,2,On-Hold
Oni Chichi: Rebuild,OVA,3,3,On-Hold
Oni Chichi: Refresh?,OVA,4,4,On-Hold
Oni Chichi: Vacation,OVA,1,1,On-Hold
Oni-Tensei,OVA,4,4,On-Hold
Onigiri,TV,13,13,On-Hold
Onihei,TV,13,13,On-Hold
Onii-chan Asa made Zutto Gyutte Shite!,OVA,0,1,On-Hold
Onikirimaru,OVA,4,4,On-Hold
Onmyouji Ayakashi no Megami: Inran Jubaku,OVA,2,2,On-Hold
Onmyouji: Youen Emaki,OVA,2,0,Dropped
Onna Kyoushi,OVA,3,3,On-Hold
Onna Kyoushi Nijuusan-sai,OVA,2,0,Dropped
Onna Kyoushi: Nikutai Jugyou,OVA,2,2,On-Hold
Onna Maou Melissa no H na Boukenki,ONA,0,2,On-Hold
Onna Spy Goumon: Teki no Ajito wa Jotai Goumonsho,OVA,1,0,Dropped
Ooedo Forty Eight,OVA,3,0,Dropped
Ookami Kodomo no Ame to Yuki,Movie,1,1,On-Hold
Ookami to Koushinryou,TV,13,13,On-Hold
Ookami to Koushinryou II,TV,12,12,On-Hold
Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,OVA,1,1,On-Hold
Ookami-san to Shichinin no Nakama-tachi,TV,12,12,On-Hold
Ookamikakushi,TV,12,12,On-Hold
Ookiku Furikabutte,TV,25,25,On-Hold
Ookiku Furikabutte: Kihon no Kihon,Special,1,1,On-Hold
Ookiku Furikabutte: Natsu no Taikai-hen,TV,13,13,On-Hold
Ookiku Furikabutte: Natsu no Taikai-hen – Mokuhyou,Special,1,1,On-Hold
Oppai Gakuen Marching Band-bu!,OVA,1,1,On-Hold
Oppai Heart: Kanojo wa Kedamono Hatsujouki!?,OVA,2,2,On-Hold
Oppai Infinity?! The Animation,OVA,1,1,On-Hold
Oppai Life,OVA,2,2,On-Hold
Oppai no Ouja 48,OVA,2,2,On-Hold
Orange,TV,13,13,On-Hold
Orchid?Emblem,OVA,1,1,On-Hold
Ore ga Kanojo wo *su Wake,OVA,6,6,On-Hold
Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,TV,10,10,On-Hold
Ore no Imouto ga Konnani Kawaii Wake ga Nai,TV,12,12,On-Hold
Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,ONA,4,4,On-Hold
Ore no Imouto ga Konnani Kawaii Wake ga Nai.,TV,13,13,On-Hold
Ore no Imouto ga Konnani Kawaii Wake ga Nai. Specials,ONA,3,3,On-Hold
Ore no Kanojo to Osananajimi ga Shuraba Sugiru,TV,13,13,On-Hold
Ore wa Kanojo wo Shinjiteru!,OVA,1,1,On-Hold
Ore wo Suki nano wa Omae dake ka yo,TV,12,12,Watching
"Ore, Twintail ni Narimasu.",TV,12,12,On-Hold
Original Video Romance Animation,OVA,2,0,Dropped
Oruchuban Ebichu,TV,24,24,On-Hold
Osake wa Fuufu ni Natte kara,TV,13,13,On-Hold
Osake wa Fuufu ni Natte kara: Yuzu Atsukan,ONA,1,1,On-Hold
Osananajimi to Doukyuusei,OVA,2,2,On-Hold
Oseam,Movie,1,0,Dropped
Oshaburi Announcer,OVA,1,1,On-Hold
Oshi ga Budoukan Ittekuretara Shinu,TV,12,12,Watching
Oshie to Tabi Suru Otoko,Movie,1,0,Dropped
Oshiete Re: Maid,OVA,2,2,On-Hold
Oshiete! Galko-chan,TV,12,12,On-Hold
Oshiete! Galko-chan: Natsuyasumitte Hontou Desu ka?,OVA,1,1,On-Hold
Oshioki: Gakuen Reijou Kousei Keikaku,OVA,3,3,On-Hold
Osu!! Karate-bu,OVA,4,4,On-Hold
Otenki Oneesan,OVA,2,2,On-Hold
Otogi Juushi Akazukin,TV,39,39,On-Hold
Otogi Juushi Akazukin OVA,OVA,1,1,On-Hold
Otogizoushi,TV,26,26,On-Hold
Otoko no Ko Ojousama,OVA,1,0,Dropped
Otome Chibaku Yuugi,OVA,2,2,On-Hold
Otome Dori,OVA,2,2,On-Hold
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,TV,12,3,Watching
Otome Hime,OVA,1,1,On-Hold
Otome Juurin Yuugi: Maiden Infringement Play,OVA,2,2,On-Hold
Otome Youkai Zakuro,TV,13,13,On-Hold
Otome*Domain The Animation,OVA,1,1,On-Hold
Otona no Bouguya-san,ONA,12,12,On-Hold
Otona no Bouguya-san (Rimen),ONA,3,3,On-Hold
Ou Dorobou Jing,TV,13,13,On-Hold
Ou Dorobou Jing in Seventh Heaven,OVA,3,3,On-Hold
Ougon Senshi Gold Lightan,TV,52,52,On-Hold
Ouran Koukou Host Club,TV,26,26,On-Hold
Ouritsu Uchuugun: Honneamise no Tsubasa,Movie,1,1,On-Hold
Ousama Game The Animation,TV,12,12,On-Hold
Oushitsu Kyoushi Heine,TV,12,12,On-Hold
Outbreak Company,TV,12,12,On-Hold
Outlanders,OVA,1,1,On-Hold
Over Drive,TV,26,26,On-Hold
Overlord,TV,13,13,On-Hold
Overlord II,TV,13,13,On-Hold
Overlord III,TV,13,13,On-Hold
Overlord Movie 1: Fushisha no Ou,Movie,1,1,On-Hold
Overman King Gainer,TV,26,26,On-Hold
Owari no Seraph,TV,12,12,On-Hold
Owari no Seraph: Nagoya Kessen-hen,TV,12,12,On-Hold
Owarimonogatari,TV,12,12,On-Hold
Owarimonogatari 2nd Season,TV,7,7,On-Hold
Oyako Rankan The Animation,OVA,1,1,On-Hold
Oyakodon: Oppai Tokumori Bonyuu Tsuyudaku de,OVA,1,1,On-Hold
Oyasumi Sex,OVA,2,2,On-Hold
Oyome-sama Honey Days?,OVA,2,2,On-Hold
Paizuri Cheerleader vs. Sakunyuu Ouendan!,OVA,1,1,On-Hold
Pale Cocoon,OVA,1,1,On-Hold
Palme no Ki,Movie,1,1,On-Hold
Panchira Teacher,OVA,2,2,On-Hold
Pandora Hearts,TV,25,25,On-Hold
Pandora Hearts Omake,Special,9,9,On-Hold
Pandra The Animation: Shiroki Yokubou Kuro no Kibou,OVA,2,2,On-Hold
Paniponi Dash!,TV,26,26,On-Hold
Pants no Ana: Mambo de Ganbo!,OVA,1,1,On-Hold
Panty & Stocking in Sanitarybox,Special,1,1,On-Hold
Panty & Stocking with Garterbelt,TV,13,13,On-Hold
Papa Love: Papa to Icha Ero Shitai Musume-tachi to Hitotsu Yane no Shita de,OVA,2,2,On-Hold
Papillon Rose,TV,6,6,On-Hold
Paprika,Movie,1,1,On-Hold
Parade Parade,OVA,2,2,On-Hold
Paradise Kiss,TV,12,12,On-Hold
Parasite Dolls,OVA,3,3,On-Hold
Parol no Miraijima,Movie,1,1,On-Hold
Pastel Memories,TV,12,12,Watching
Patapata Hikousen no Bouken,TV,26,26,On-Hold
Peach Girl,TV,25,25,On-Hold
Pendant,OVA,3,0,Dropped
Penguin Highway,Movie,1,1,On-Hold
Penguin Musume?Heart,ONA,22,22,On-Hold
Penguin Musume?Heart Special,Special,1,1,On-Hold
Perfect Blue,Movie,1,1,On-Hold
Pero Pero Candy,OVA,1,0,Dropped
Perrine Monogatari,TV,53,53,On-Hold
Persona 5 the Animation,TV,26,26,On-Hold
Pet,TV,13,13,Watching
Pet Life,OVA,1,1,On-Hold
Peter Grill to Kenja no Jikan,TV,0,0,Plan to Watch
Petit Eva: Evangelion@School,ONA,24,24,On-Hold
PetoPeto-san,TV,13,13,On-Hold
Petshop of Horrors,TV,4,4,On-Hold
Phantasy Star Online 2: Episode Oracle,TV,25,25,Watching
Phantom in the Twilight,TV,12,9,Watching
Phantom: Requiem for the Phantom,TV,26,26,On-Hold
Photokano,TV,13,13,On-Hold
Photon,OVA,6,6,On-Hold
Piace: Watashi no Italian,TV,12,12,On-Hold
Pianist,OVA,1,0,Dropped
Piano no Mori (TV),TV,12,12,On-Hold
Piano no Mori (TV) 2nd Season,TV,12,12,On-Hold
Pigeon Blood,OVA,2,2,On-Hold
Pikkoman no Kichikumichi: Mayonaka no Milk Party,OVA,1,1,On-Hold
Ping Pong the Animation,TV,11,11,On-Hold
Pink no Curtain,OVA,1,0,Dropped
Pinkerton,OVA,3,3,On-Hold
Planet With,TV,12,12,On-Hold
Planetarian: Chiisana Hoshi no Yume,ONA,5,5,On-Hold
Planetarian: Hoshi no Hito,Movie,1,1,On-Hold
Planetes,TV,26,26,On-Hold
Planzet,Movie,1,0,Dropped
Plastic Little,OVA,1,1,On-Hold
Plastic Memories,TV,13,13,On-Hold
Please ???? Me!,OVA,2,2,On-Hold
Plunderer,TV,24,11,Watching
Popee the Performer,TV,39,0,Dropped
Popotan,TV,12,12,On-Hold
Poputepipikku,TV,12,12,On-Hold
Power Dolls,OVA,2,2,On-Hold
Pretty x Cation 2 The Animation,OVA,2,2,On-Hold
Pretty x Cation The Animation,OVA,2,2,On-Hold
Prima Donna Mai,OVA,1,1,On-Hold
Prince of Stride: Alternative,TV,12,12,On-Hold
Princess Connect! Re:Dive,TV,13,3,Watching
Princess Lover!,TV,12,12,On-Hold
Princess Lover! OVA,OVA,2,2,On-Hold
Princess Lover! Picture Drama,Special,6,6,On-Hold
Princess Lover!: Magical Knight Maria-chan,Special,6,6,On-Hold
Princess Memory,OVA,2,2,On-Hold
Princess Nine: Kisaragi Joshikou Yakyuubu,TV,26,26,On-Hold
Princess Principal,TV,12,12,On-Hold
Princess Principal Picture Drama,Special,6,6,On-Hold
Princess Road: Bara to Dokuro no Monshou,OVA,1,1,On-Hold
Princess Rouge,OVA,2,0,Dropped
Princess Sara,TV,46,46,On-Hold
Princess Tutu,TV,38,38,On-Hold
Prism Ark,TV,12,12,On-Hold
Prism Ark Specials,Special,6,6,On-Hold
Prison School,TV,12,12,On-Hold
Prison School: Mad Wax,OVA,1,1,On-Hold
Private Emotion,OVA,2,2,On-Hold
Project ARMS,TV,26,26,On-Hold
Project ARMS: The 2nd Chapter,TV,26,26,On-Hold
Promare,Movie,1,1,On-Hold
Promare: Galo-hen,ONA,1,1,On-Hold
Promare: Lio-hen,ONA,1,1,On-Hold
Psychic Force,OVA,2,0,Dropped
Psycho-Pass,TV,22,22,On-Hold
Psycho-Pass 2,TV,11,11,On-Hold
Psycho-Pass 3,TV,8,8,Watching
Psycho-Pass 3: First Inspector,Movie,3,1,Watching
Psycho-Pass Movie,Movie,1,1,On-Hold
Psycho-Pass: Sinners of the System Case.1 - Tsumi to Bachi,Movie,1,1,On-Hold
Psycho-Pass: Sinners of the System Case.2 - First Guardian,Movie,1,1,On-Hold
Psycho-Pass: Sinners of the System Case.3 - Onshuu no Kanata ni__,Movie,1,1,On-Hold
Psychoarmor Govarian,TV,26,26,On-Hold
Puchi Pri*Yucie,TV,26,26,On-Hold
Pumpkin Scissors,TV,24,24,On-Hold
Punch Line,TV,12,12,On-Hold
Puni Puni?Poemii,OVA,2,2,On-Hold
Punky Funky Baby,OVA,1,0,Dropped
Pupa,TV,12,12,On-Hold
Pure Mail,OVA,2,2,On-Hold
Qualidea Code,TV,12,12,On-Hold
Queen Emeraldas,OVA,4,4,On-Hold
Queen's Blade OVA,OVA,2,2,On-Hold
Queen's Blade OVA Specials,Special,2,2,On-Hold
Queen's Blade: Grimoire,OVA,2,2,On-Hold
Queen's Blade: Gyokuza wo Tsugu Mono,TV,12,12,On-Hold
Queen's Blade: Gyokuza wo Tsugu Mono Specials,Special,6,6,On-Hold
Queen's Blade: Rebellion,TV,12,12,On-Hold
Queen's Blade: Rebellion Specials,Special,6,6,On-Hold
Queen's Blade: Rurou no Senshi,TV,12,12,On-Hold
Queen's Blade: Rurou no Senshi Specials,Special,6,6,On-Hold
Queen's Blade: Unlimited,OVA,0,1,On-Hold
Queen's Blade: Utsukushiki Toushi-tachi,OVA,6,6,On-Hold
R.O.D: Read or Die,OVA,3,3,On-Hold
R.O.D: The TV,TV,26,26,On-Hold
Radiant,TV,21,21,Watching
Radiant 2nd Season,TV,21,21,Watching
Ragnarök The Animation,TV,26,26,On-Hold
RahXephon,TV,26,26,On-Hold
RahXephon: Kansoukyoku/Kanojo to Kanojo Jishin to - Thatness and Thereness,OVA,1,1,On-Hold
RahXephon: Tagen Hensoukyoku,Movie,1,1,On-Hold
Rail Wars!,TV,12,12,On-Hold
Rainbow: Nisha Rokubou no Shichinin,TV,26,26,On-Hold
Rakudai Kishi no Cavalry,TV,12,12,On-Hold
Rakuen Tsuihou,Movie,1,1,On-Hold
Rakushou! Hyper Doll,OVA,2,2,On-Hold
Ramen Daisuki Koizumi-san,TV,12,12,On-Hold
Ran->Sem: Hakudaku Delmo Tsuma no Miira Tori,OVA,2,2,On-Hold
Rankou Choukyou: Maid ni Natta Shoujo,OVA,1,0,Dropped
Ranma ½,TV,161,161,On-Hold
Ranma ½ OVA,OVA,6,6,On-Hold
Ranma ½ Super,OVA,3,3,On-Hold
Ranma ½: Akumu! Shunmin Kou,OVA,1,1,On-Hold
Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou,Movie,1,1,On-Hold
Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!,Movie,1,1,On-Hold
Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!,Movie,1,1,On-Hold
Ranma ½: Yomigaeru Kioku,OVA,2,2,On-Hold
Rape! Rape! Rape!,OVA,3,3,On-Hold
Rasen Kairou,OVA,2,2,On-Hold
Rayca,OVA,1,0,Dropped
Rayearth,OVA,3,3,On-Hold
RD Sennou Chousashitsu,TV,26,26,On-Hold
RDG: Red Data Girl,TV,12,12,On-Hold
Re-Kan!,TV,13,13,On-Hold
Re: Cutey Honey,OVA,3,3,On-Hold
Re:?Hamatora,TV,12,12,On-Hold
Re:Creators,TV,22,22,On-Hold
Re:Stage! Dream Days?,TV,12,12,Watching
Re:Zero kara Hajimeru Isekai Seikatsu,TV,25,25,On-Hold
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,TV,13,0,Plan to Watch
Real Eroge Situation! The Animation,OVA,2,2,On-Hold
Rean no Tsubasa,ONA,6,6,On-Hold
Rebirth Moon Divergence,OVA,1,0,Dropped
Rebiya,OVA,1,0,Dropped
Rec,TV,9,9,On-Hold
Rec: Yurusarezarumono,Special,1,1,On-Hold
Red Ash: Gearworld,Movie,1,1,On-Hold
Red Garden,TV,22,22,On-Hold
Red Garden: Dead Girls,OVA,1,1,On-Hold
Redline,Movie,1,1,On-Hold
Refrain Blue,OVA,3,3,On-Hold
Regalia: The Three Sacred Stars,TV,13,13,On-Hold
Rei Zero,OVA,2,2,On-Hold
Reideen,TV,26,26,On-Hold
Reijoku no Yakata,OVA,2,2,On-Hold
Reijou Caster: Ingyaku no Wana,OVA,1,0,Dropped
Reiju Gakuen,OVA,2,2,On-Hold
Reikenzan: Hoshikuzu-tachi no Utage,TV,12,12,On-Hold
Reinou Tantei Miko,OVA,2,2,On-Hold
Rejuvenation,OVA,2,2,On-Hold
Rekka no Honoo,TV,42,42,On-Hold
Release the Spyce,TV,12,12,On-Hold
ReLIFE,TV,13,13,On-Hold
Renai Boukun,TV,12,12,On-Hold
Renketsu Houshiki,OVA,3,3,On-Hold
Renkin San-kyuu Magical? Pokaan,TV,12,12,On-Hold
Renkin San-kyuu Magical? Pokaan Specials,Special,3,3,On-Hold
Rennyuu Tales The Animation,OVA,1,1,On-Hold
Rensa Byoutou,OVA,2,2,On-Hold
Rental Magica,TV,24,24,On-Hold
Renzu: Futari no Kyori,OVA,1,0,Dropped
Requiem,OVA,2,2,On-Hold
RErideD: Tokigoe no Derrida,TV,12,12,On-Hold
Rescue Me!,OVA,1,1,On-Hold
Residence,OVA,3,1,On-Hold
Resort Boin,OVA,3,3,On-Hold
Reunion,OVA,2,2,On-Hold
Revisions,ONA,12,12,Watching
Reyon Densetsu Flair,OVA,2,2,On-Hold
RG Veda,OVA,2,2,On-Hold
Rhea Gall Force,OVA,1,1,On-Hold
Rhythm: Koi no Rhythm,OVA,2,0,Dropped
RideBack,TV,12,12,On-Hold
Rifle Is Beautiful,TV,12,12,Watching
Rikei ga Koi ni Ochita no de Shoumei shitemita.,ONA,12,12,Watching
Riki-Oh 2: Horobi no Ko,OVA,1,1,On-Hold
Riki-Oh: Toukatsu Jigoku,OVA,1,1,On-Hold
Rin x Sen + Ran -> Sem: Cross Mix,OVA,2,2,On-Hold
Rin x Sen: Hakudaku Onna Kyoushi to Yaroudomo,OVA,2,2,On-Hold
Ring of Gundam,Special,1,1,On-Hold
Ringetsu The Animation,OVA,3,3,On-Hold
Rinkan Biyaku Chuudoku: Nigeba Nashi! 1428-nin no Seito Zenin ni Sex Sareru Reijou Sayaka,OVA,2,2,On-Hold
Rinkan Club,OVA,4,4,On-Hold
Rinne no Lagrange,TV,12,12,On-Hold
Rinne no Lagrange Season 2,TV,12,12,On-Hold
Rinne no Lagrange Season 2 Specials,Special,6,6,On-Hold
